line_idx,line,function,tag,intro
1504,"					DATA
",C,,0
1505,"			Is there any indication that
",D,,0
1506,"			Gosheven has changed his position?
",D,,0
1507,"
",E,,0
1508,"					ARD'RIAN
",C,,0
1509,"			No. But a meeting will give you
",D,,0
1510,"			the chance to present your
",D,,0
1511,"			recommendations.
",D,,0
1512,"
",E,,0
1513,"					DATA
",C,,0
1514,"			First, will Gosheven allow me to
",D,,0
1515,"			speak? Second, even if he does,
",D,,0
1516,"			what good will it do? So far,
",D,,0
1517,"			my attempts at persuasion have
",D,,0
1518,"			been ineffective.
",D,,0
1519,"
",E,,0
1520,"	Ard'rian looks at him with compassion for a beat --
",A,,0
1521,"	then suddenly gives Data a quick kiss on the lips.
",A,,0
1522,"
",E,,0
1523,"					DATA (cont'd)
",C,,0
1524,"			Why did you do that?
",D,,0
1525,"
",E,,0
1526,"					ARD'RIAN
",C,,0
1527,"			You appeared to need it.
",D,,0
1528,"
",E,,0
1529,"					DATA
",C,,0
1530,"			Among humans, a kiss normally
",D,,0
1531,"			serves to seal a friendship or
",D,,0
1532,"			to indicate support, attraction,
",D,,0
1533,"			affection.
",D,,0
1534,"
",E,,0
1535,"	Ard'rian nods.
",A,,0
1536,"
",E,,0
1537,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT THREE  29.",H,,0
1538,"
",E,,0
1539,25   CONTINUED: (4),S,,0
1540,"
",E,,0
1541,"					DATA (cont'd)
",C,,0
1542,"			In this context, I would assume
",D,,0
1543,"			your intention was to express
",D,,0
1544,"			support.
",D,,0
1545,"
",E,,0
1546,"					ARD'RIAN
",C,,0
1547,"			That was my primary motivation.
",D,,0
1548,"
",E,,0
1549,"	The implication being that there were secondary
",A,,0
1550,"	motivations. But if Data is aware of the implication,
",A,,0
1551,"	he makes no sign.
",A,,0
1552,"
",E,,0
1553,"					ARD'RIAN (cont'd)
",C,,0
1554,"			You don't really understand human
",D,,0
1555,"			behavior, do you?
",D,,0
1556,"
",E,,0
1557,"					DATA
",C,,0
1558,"			That is something of an
",D,,0
1559,"			understatement.
",D,,0
1560,"
",E,,0
1561,"					ARD'RIAN
",C,,0
1562,"				(sighs)
",M,,0
1563,"			Sometimes I don't either.
",D,,0
1564,"			androids are a lot more rational.
",D,,0
1565,"
",E,,0
1566,"					DATA
",C,,0
1567,"			Thus far, that quality has not
",D,,0
1568,"			helped me accomplish my mission.
",D,,0
1569,"
",E,,0
1570,"					ARD'RIAN
",C,,0
1571,"			A rational argument isn't always
",D,,0
1572,"			enough. Maybe to be more
",D,,0
1573,"			persuasive, you need to use a
",D,,0
1574,"			little reverse psychology.
",D,,0
1575,"
",E,,0
1576,"					DATA
",C,,0
1577,"				(accessing)
",M,,0
1578,"			Elicit a desired behavior by
",D,,0
1579,"			advocating its opposite?
",D,,0
1580,"				(a beat)
",M,,0
1581,"			That implies deception, does it
",D,,0
1582,"			not?
",D,,0
1583,"
",E,,0
1584,"					ARD'RIAN
",C,,0
1585,"			A little. But if it helps us
",D,,0
1586,"			get our point across...
",D,,0
1587,"
",E,,0
1588,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT THREE  30.",H,,0
1589,"
",E,,0
1590,25   CONTINUED: (5),S,,0
1591,"
",E,,0
1592,"					DATA
",C,,0
1593,"				(considers)
",M,,0
1594,"			Perhaps this is a situation in
",D,,0
1595,"			which excessive honesty is
",D,,0
1596,"			detrimental.
",D,,0
1597,"
",E,,0
1598,"	As they walk off:
",A,,0
1599,"
",E,,0
1600,"									CUT TO:
",O,,0
1601,"
",E,,0
1602,26   EXT. SPACE - THE ENTERPRISE (OPTICAL),S,,0
1603,"
",E,,0
1604,"	Travelling at warp speed.
",A,,0
1605,"
",E,,0
1606,27   INT. TRANSPORTER ROOM,S,,0
1607,"
",E,,0
1608,"	As before, except there are more high tech tools and
",A,,0
1609,"	equipment lying about. Geordi is lifting yet another
",A,,0
1610,"	trashed test object off the platform. He holds it
",A,,0
1611,"	mutely out to Wesley and O'Brien who stare dully at
",A,,0
1612,"	this latest failure. There are now four intact
",A,,0
1613,"	objects and three blasted ones. Picard ENTERS.
",A,,0
1614,"
",E,,0
1615,"					PICARD
",C,,0
1616,"				(you will get it done)
",M,,0
1617,"			How are we progressing, Mister
",D,,0
1618,"			La Forge?
",D,,0
1619,"
",E,,0
1620,"					GEORDI
",C,,0
1621,"				(it's impossible)
",M,,0
1622,"			About like you'd expect.
",D,,0
1623,"
",E,,0
1624,"					PICARD
",C,,0
1625,"				(get it done)
",M,,0
1626,"			Splendid.
",D,,0
1627,"
",E,,0
1628,"	Picard EXITS.
",A,,0
1629,"
",E,,0
1630,"					WESLEY
",C,,0
1631,"				(wearily)
",M,,0
1632,"			He wants the impossible.
",D,,0
1633,"
",E,,0
1634,"STAR TREK: ""Ensigns of Command"" - REV. 7/14/89 - ACT THREE 31.",H,,0
1635,"
",E,,0
1636,27   CONTINUED:,S,,0
1637,"
",E,,0
1638,"					GEORDI
",C,,0
1639,"				(with a grin)
",M,,0
1640,"			That's the short definition for
",D,,0
1641,"			""captain.""
",D,,0
1642,"
",E,,0
1643,"	Geordi and O'Brien have already returned to work. Wes
",A,,0
1644,"	looks at them bemused, then shrugs and pitches in.
",A,,0
1645,"
",E,,0
1646,"									CUT TO:
",O,,0
1647,"
",E,,0
1648,28   EXT. PLANET SURFACE - MAIN STREET - DAY,S,,0
1649,"
",E,,0
1650,"	A large horseshoe-shaped amphitheater with a place for
",A,,0
1651,"	the engineers and Gosheven. A number of citizens --
",A,,0
1652,"	including Haritath and Kentor -- have turned out for
",A,,0
1653,"	the debate so the place is filled. In the b.g. is the
",A,,0
1654,"	aqueduct purifying plant.
",A,,0
1655,"
",E,,0
1656,"					GOSHEVEN
",C,,0
1657,"			You've all heard about the android
",D,,0
1658,"			Starfleet sent here, and you've
",D,,0
1659,"			been discussing why he's come.
",D,,0
1660,"
",E,,0
1661,"	Data and Ard'rian ENTER. Gosheven ignores them.
",A,,0
1662,"
",E,,0
1663,"					GOSHEVEN (cont'd)
",C,,0
1664,"			I called this meeting to replace
",D,,0
1665,"			misinformation with cold, hard
",D,,0
1666,"			fact.
",D,,0
1667,"
",E,,0
1668,"	The colonists are craning their necks to look at Data.
",A,,0
1669,"	Gosheven realizes Data's presence can't be ignored. He
",A,,0
1670,"	strides over to confront Data.
",A,,0
1671,"
",E,,0
1672,"					GOSHEVEN
",C,,0
1673,"			Leave. Immediately.
",D,,0
1674,"
",E,,0
1675,"					DATA
",C,,0
1676,"			I wish to speak.
",D,,0
1677,"
",E,,0
1678,"					GOSHEVEN
",C,,0
1679,"			No.
",D,,0
1680,"
",E,,0
1681,"					DATA
",C,,0
1682,"				(loud, for the crowd's
",M,,0
1683,"				 benefit)
",M,,0
1684,"			You deny me the opportunity to
",D,,0
1685,"			address the assemblage?
",D,,0
1686,"
",E,,0
1687,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT THREE  32.",H,,0
1688,"
",E,,0
1689,28   CONTINUED:,S,,0
1690,"
",E,,0
1691,"					GOSHEVEN
",C,,0
1692,"			This meeting is not for outsiders.
",D,,0
1693,"
",E,,0
1694,"					DATA
",C,,0
1695,"			Do you consider your position so
",D,,0
1696,"			weak that it cannot withstand
",D,,0
1697,"			debate?
",D,,0
1698,"
",E,,0
1699,"					HARITATH
",C,,0
1700,"			Let him talk.
",D,,0
1701,"
",E,,0
1702,"	MURMURS of assent from the crowd. Gosheven gives a
",A,,0
1703,"	terse nod. In a sense Data's called him a coward and
",A,,0
1704,"	he has to stand up to this city slicker, this outsider.
",A,,0
1705,"
",E,,0
1706,"	Data steps front and center. In an effort to pull this
",A,,0
1707,"	off, he attempts to use human rhetorical devices
",A,,0
1708,"	(timing, dynamics, inflection, gestures, etc.) -- but,
",A,,0
1709,"	as there's no real passion behind them, they come off
",A,,0
1710,"	as studied and not quite sincere. A good performance,
",A,,0
1711,"	but still a performance.
",A,,0
1712,"
",E,,0
1713,"					DATA
",C,,0
1714,"			You know of the Sheliak threat.
",D,,0
1715,"			Starfleet wishes to evacuate you
",D,,0
1716,"			for your own protection.
",D,,0
1717,"			Gosheven has decided otherwise.
",D,,0
1718,"			That is his right. And I will
",D,,0
1719,"			not waste time trying to reverse
",D,,0
1720,"			that decision.
",D,,0
1721,"
",E,,0
1722,"	Surprised reactions from the crowd. This is not what
",A,,0
1723,"	they expected to hear.
",A,,0
1724,"
",E,,0
1725,"					DATA (cont'd)
",C,,0
1726,"			I admire your conviction in the
",D,,0
1727,"			face of certain defeat. Your
",D,,0
1728,"			effort will be valiant, though
",D,,0
1729,"			doomed. Still, when you die,
",D,,0
1730,"			you will die for land and honor.
",D,,0
1731,"
",E,,0
1732,29   ANGLE ON,S,,0
1733,"
",E,,0
1734,"	The crowd. Data's starting to get a reaction. People
",A,,0
1735,"	are beginning to eye each other nervously. It's one
",A,,0
1736,"	thing to thumb your nose at a distant enemy, quite
",A,,0
1737,"	another to talk about dying.
",A,,0
1738,"
",E,,0
1739,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT THREE  33.",H,,0
1740,"
",E,,0
1741,30   ANGLE ON DATA,S,,0
1742,"
",E,,0
1743,"	As he reaches down, and takes a YOUNG BOY (twelve or
",A,,0
1744,"	so) by the arm, and pulls the child up next to him.
",A,,0
1745,"
",E,,0
1746,"					DATA
",C,,0
1747,"			Your children will understand that
",D,,0
1748,"			they are dying for a worthy cause.
",D,,0
1749,"
",E,,0
1750,"	Big crowd reaction here. Murmurs from various people.
",A,,0
1751,"	Mothers pull their children closer to them. Data
",A,,0
1752,"	steals a glance at Ard'rian -- ""how am I doing?""
",A,,0
1753,"	Ard'rian nods encouragingly back -- ""fine.""
",A,,0
1754,"
",E,,0
1755,"					DATA
",C,,0
1756,"				(continuing)
",M,,0
1757,"			Long after the battle is over,
",D,,0
1758,"			their courage will be remembered
",D,,0
1759,"			and extolled.
",D,,0
1760,"
",E,,0
1761,"	Ard'rian jumps in to support him.
",A,,0
1762,"
",E,,0
1763,"					ARD'RIAN
",C,,0
1764,"			Remembered by who?
",D,,0
1765,"
",E,,0
1766,"					DATA
",C,,0
1767,"				(as if he hadn't
",M,,0
1768,"				 considered that)
",M,,0
1769,"			Ah, that is true. There will be
",D,,0
1770,"			no one left alive to remember.
",D,,0
1771,"
",E,,0
1772,31   ANGLE ON GOSHEVEN,S,,0
1773,"
",E,,0
1774,"	as he begins to applaud slowly.
",A,,0
1775,"
",E,,0
1776,"					GOSHEVEN
",C,,0
1777,"			A valiant try, android, but what
",D,,0
1778,"			a low opinion you must have of
",D,,0
1779,"			us.
",D,,0
1780,"
",E,,0
1781,"	The boy's MOTHER snatches her son back from Data, and
",A,,0
1782,"	pulls him down in her lap.
",A,,0
1783,"
",E,,0
1784,"					DATA
",C,,0
1785,"			I was simply attempting to
",D,,0
1786,"			describe your inevitable
",D,,0
1787,"			destruction in a manner that
",D,,0
1788,"			would have an emotional effect.
",D,,0
1789,"
",E,,0
1790,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT THREE  34.",H,,0
1791,"
",E,,0
1792,31   CONTINUED:,S,,0
1793,"
",E,,0
1794,"					HARITATH
",C,,0
1795,"				(standing)
",M,,0
1796,"			And he did it pretty damned well.
",D,,0
1797,"
",E,,0
1798,"	MURMURS of agreement from the crowd.
",A,,0
1799,"
",E,,0
1800,"					GOSHEVEN
",C,,0
1801,"			Are you ready to follow this
",D,,0
1802,"			machine, Haritath? Give up
",D,,0
1803,"			everything? Without a fight?
",D,,0
1804,"			He says we're going to lose, I
",D,,0
1805,"			think that's his own cowardice
",D,,0
1806,"			talking!
",D,,0
1807,"
",E,,0
1808,"	Kentor stands. He has a calm but commanding presence.
",A,,0
1809,"
",E,,0
1810,"					KENTOR
",C,,0
1811,"			And what if he's right, and you're
",D,,0
1812,"			wrong? Shouldn't we consider that
",D,,0
1813,"			possibility?
",D,,0
1814,"
",E,,0
1815,"	More crowd reaction. Sympathy is swinging away from
",A,,0
1816,"	Gosheven.
",A,,0
1817,"
",E,,0
1818,"					HARITATH
",C,,0
1819,"			We may be sacrificing ourselves
",D,,0
1820,"			for nothing --
",D,,0
1821,"
",E,,0
1822,"					GOSHEVEN
",C,,0
1823,"			Last winter we buried your little
",D,,0
1824,"			girl -- laid her to rest next to
",D,,0
1825,"			your mother, and you dare speak
",D,,0
1826,"			of sacrifice?
",D,,0
1827,"
",E,,0
1828,"	Gosheven whirls and nails Kentor with a look.
",A,,0
1829,"
",E,,0
1830,"					GOSHEVEN
",C,,0
1831,"				(continuing)
",M,,0
1832,"			And you, Kentor, we built you
",D,,0
1833,"			a new house after the fire wiped
",D,,0
1834,"			you out. Can you simply walk away
",D,,0
1835,"			from that?
",D,,0
1836,"
",E,,0
1837,"					KENTOR
",C,,0
1838,"			Better to walk away than to be
",D,,0
1839,"			annihilated.
",D,,0
1840,"
",E,,0
1841,"STAR TREK: ""Ensigns of Command"" - REV. 7/18/89 - ACT THREE 35.",H,,0
1842,"
",E,,0
1843,31   CONTINUED: (2),S,,0
1844,"
",E,,0
1845,"					GOSHEVEN
",C,,0
1846,"				(addressing them all)
",M,,0
1847,"			This colony exists because
",D,,0
1848,"			generations gave their lives for
",D,,0
1849,"			it. Many people died before we
",D,,0
1850,"			found a way to adapt to the
",D,,0
1851,"			radiation. Many more died
",D,,0
1852,"			bringing water to the desert.
",D,,0
1853,"			My father --
",D,,0
1854,"
",E,,0
1855,"					ARD'RIAN
",C,,0
1856,"				(interrupting)
",M,,0
1857,"			-- is buried on that mountain.
",D,,0
1858,"			Well, who's going to be left to
",D,,0
1859,"			bury you?
",D,,0
1860,"
",E,,0
1861,"	A vote of confidence is about to take place, and
",A,,0
1862,"	Gosheven realizes he's about to lose it. He falls back
",A,,0
1863,"	on the innate authority of an elected leader.
",A,,0
1864,"
",E,,0
1865,"					GOSHEVEN
",C,,0
1866,"			Have you considered what this
",D,,0
1867,"			evacuation means? Everything we
",D,,0
1868,"			have, we abandon. Everything
",D,,0
1869,"			we've built turns into dust.
",D,,0
1870,"			Everything we've accomplished
",D,,0
1871,"			means nothing.
",D,,0
1872,"				(shakes head)
",M,,0
1873,"			Well, I say NO! You elected me
",D,,0
1874,"			to be your leader -- follow me
",D,,0
1875,"			now! I don't think our chances
",D,,0
1876,"			are as hopeless as he says. And
",D,,0
1877,"			I'm willing to stake our lives
",D,,0
1878,"			on it. Any objections?
",D,,0
1879,"
",E,,0
1880,"	He rakes the crowd with a look. Some mutterings, but
",A,,0
1881,"	nobody's quite ready to lead the revolution.
",A,,0
1882,"
",E,,0
1883,"					GOSHEVEN
",C,,0
1884,"				(continuing)
",M,,0
1885,"			Good, because here... we...
",D,,0
1886,"			stand.
",D,,0
1887,"
",E,,0
1888,"	A few people step up to pound Gosheven on the back, but
",A,,0
1889,"	most of the crowd remains huddled, glancing from Data
",A,,0
1890,"	to Gosheven and back again. Haritath and Kentor step
",A,,0
1891,"	away to talk in private.
",A,,0
1892,"
",E,,0
1893,"STAR TREK: ""Ensigns of Command"" - REV. 7/13/89 - ACT THREE 36.",H,,0
1894,"
",E,,0
1895,32   ANGLE ON DATA,S,,0
1896,"
",E,,0
1897,"	standing with Ard'rian.
",A,,0
1898,"
",E,,0
1899,"					DATA
",C,,0
1900,"				(almost to himself)
",M,,0
1901,"			Then here you die.
",D,,0
1902,"
",E,,0
1903,"									FADE OUT.
",O,,0
1904,"
",E,,0
1905,"                       END OF ACT THREE                         
",N,act,0
1906,"
",E,,0
1907,"STAR TREK: ""Ensigns of Command"" - REV. 7/18/89 - ACT THREE 37.",H,,0
1908,"
",E,,0
1909,"                           ACT FOUR                             
",N,act,0
1910,"
",E,,0
1911,"	FADE IN:
",A,,0
1912,"
",E,,0
1913,33   INT. TRANSPORTER ROOM (OPTICAL),S,,0
1914,"
",E,,0
1915,"	Wesley, Geordi and O'Brien. There are now three
",A,,0
1916,"	intact test object and four trashed ones. These are
",A,,0
1917,"	three exhausted people. They've been working round
",A,,0
1918,"	the clock.
",A,,0
1919,"
",E,,0
1920,"					WESLEY
",C,,0
1921,"			Maybe if we bypassed the autosequence
",D,,0
1922,"			and decompiled the
",D,,0
1923,"			pattern buffer... ?
",D,,0
1924,"
",E,,0
1925,"					GEORDI
",C,,0
1926,"				(shrugs)
",M,,0
1927,"			It's no crazier than anything
",D,,0
1928,"			else we've tried.
",D,,0
1929,"
",E,,0
1930,"	Wesley drops down by the panel, and begins to tinker
",A,,0
1931,"	while Geordi places the last test object on the
",A,,0
1932,"	platform. Suddenly the transporter console blows a
",A,,0
1933,"	fuse. Electricity races across the panel, and the
",A,,0
1934,"	console goes dark. O'Brien is not a happy man. Wesley
",A,,0
1935,"	slowly stands up. O'Brien struggles with himself, but
",A,,0
1936,"	can't master it.
",A,,0
1937,"
",E,,0
1938,"					O'BRIEN
",C,,0
1939,"			Ensign Crusher.
",D,,0
1940,"
",E,,0
1941,"					WESLEY
",C,,0
1942,"			Yes, sir.
",D,,0
1943,"
",E,,0
1944,"					O'BRIEN
",C,,0
1945,"			If you ever touch my transporter
",D,,0
1946,"			again... I'll kill you.
",D,,0
1947,"
",E,,0
1948,"					WESLEY
",C,,0
1949,"			Sorry, sir.
",D,,0
1950,"
",E,,0
1951,"									CUT TO:
",O,,0
1952,"
",E,,0
1953,33A  EXT. PLANET SURFACE - MAIN STREET - DAY,S,,0
1954,"
",E,,0
1955,"	Data watches the town meeting break up into small
",A,,0
1956,"	groups of people TALKING among themselves. Ard'rian
",A,,0
1957,"	approaches.
",A,,0
1958,"
",E,,0
1959,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT THREE  38.",H,,0
1960,"
",E,,0
1961,33A  CONTINUED:,S,,0
1962,"
",E,,0
1963,"	Haritath and Kentor step up furtively.
",A,,0
1964,"
",E,,0
1965,"					HARITATH
",C,,0
1966,"			Mister Data -- I want to tell you
",D,,0
1967,"			that... well, Gosheven doesn't
",D,,0
1968,"			speak for all of us.
",D,,0
1969,"
",E,,0
1970,"	Ard'rian looks at Data hopefully -- maybe the early
",A,,0
1971,"	returns aren't so bad after all.
",A,,0
1972,"
",E,,0
1973,"					HARITATH (cont'd)
",C,,0
1974,"			I see no point in dying
",D,,0
1975,"			needlessly.
",D,,0
1976,"
",E,,0
1977,"					DATA
",C,,0
1978,"			And you, Kentor?
",D,,0
1979,"
",E,,0
1980,"					KENTOR
",C,,0
1981,"			I'm not sure. Gosheven has done
",D,,0
1982,"			well for us. But I'd like to hear
",D,,0
1983,"			more of what you have to say.
",D,,0
1984,"
",E,,0
1985,"					HARITATH
",C,,0
1986,"			There are many others that feel
",D,,0
1987,"			the same way but are uneasy about
",D,,0
1988,"			confronting Gosheven.
",D,,0
1989,"
",E,,0
1990,"					ARD'RIAN
",C,,0
1991,"			Get them together. We'll meet
",D,,0
1992,"			at my house.
",D,,0
1993,"
",E,,0
1994,"	Haritath and Kentor nod agreement then slip away.
",A,,0
1995,"
",E,,0
1996,"STAR TREK: ""Ensigns of Command"" REV. 7/24/89 - ACT FOUR  39.",H,,0
1997,"
",E,,0
1998,33A  CONTINUED: (2),S,,0
1999,"
",E,,0
2000,"	Ard'rian leads Data toward her house. They EXIT.
",A,,0
2001,"
",E,,0
2002,34,S,,0
2003,"thru	OMITTED
",S,,0
2004,35,S,,0
2005,"
",E,,0
2006,36   EXT. SPACE - THE ENTERPRISE (OPTICAL),S,,0
2007,"
",E,,0
2008,"	Traveling at warp speed.
",A,,0
2009,"
",E,,0
2010,37   INT. CAPTAIN'S READY ROOM (OPTICAL),S,,0
2011,"
",E,,0
2012,"	Picard has brought Troi in for consultation.
",A,,0
2013,"
",E,,0
2014,"					TROI
",C,,0
2015,"			In our dealings with other
",D,,0
2016,"			non-humanoid races there has been
",D,,0
2017,"			some point of reference; not so
",D,,0
2018,"			with the Sheliak.
",D,,0
2019,"
",E,,0
2020,"					PICARD
",C,,0
2021,"			We must have something in common.
",D,,0
2022,"			We communicate.
",D,,0
2023,"
",E,,0
2024,"					TROI
",C,,0
2025,"			Barely. The Sheliak have learned
",D,,0
2026,"			several Federation languages, but
",D,,0
2027,"			theirs continues to elude us.
",D,,0
2028,"
",E,,0
2029,"STAR TREK: ""Ensions of Command"" - REV. 7/13/89 - ACT FOUR 40.",H,,0
2030,"
",E,,0
2031,37   CONTINUED:,S,,0
2032,"
",E,,0
2033,"					PICARD
",C,,0
2034,"				(have we tried?)
",M,,0
2035,"			Telepaths?
",D,,0
2036,"
",E,,0
2037,"					TROI
",C,,0
2038,"			Attempted and failed.
",D,,0
2039,"
",E,,0
2040,"					PICARD
",C,,0
2041,"			This is ludicrous!
",D,,0
2042,"
",E,,0
2043,"					TROI
",C,,0
2044,"			No, sir, the fact that any alien
",D,,0
2045,"			race communicates with another
",D,,0
2046,"			is quite remarkable.
",D,,0
2047,"
",E,,0
2048,"	She lifts Picard's tea cup from the desk.
",A,,0
2049,"
",E,,0
2050,"					TROI
",C,,0
2051,"				(continuing)
",M,,0
2052,"			We are stranded on a planet. No
",D,,0
2053,"			language in common, but I want
",D,,0
2054,"			to teach you mine.
",D,,0
2055,"
",E,,0
2056,"	Troi points to the cup.
",A,,0
2057,"
",E,,0
2058,"					TROI
",C,,0
2059,"				(continuing)
",M,,0
2060,"			S'smarith. What did I just say?
",D,,0
2061,"
",E,,0
2062,"					PICARD
",C,,0
2063,"			Cup? Glass?
",D,,0
2064,"
",E,,0
2065,"					TROI
",C,,0
2066,"			Are you sure? I might have meant
",D,,0
2067,"			liquid, clear, brown, hot. And
",D,,0
2068,"			we conceptualize the universe in
",D,,0
2069,"			relatively the same way.
",D,,0
2070,"
",E,,0
2071,"					PICARD
",C,,0
2072,"			Point taken.
",D,,0
2073,"
",E,,0
2074,"					TROI
",C,,0
2075,"			During your talks you must be
",D,,0
2076,"			extremely accurate. The treaty
",D,,0
2077,"is 500,000 words. The length was",D,,0
2078,"			to accommodate the Sheliak. They
",D,,0
2079,"			consider our language irrational,
",D,,0
2080,"			and demanded this level of
",D,,0
2081,"			complexity to avoid any future
",D,,0
2082,"			misunderstandings.
",D,,0
2083,"
",E,,0
2084,"STAR TREK: ""Ensigns of Command"" - REV. 7/17/89 - ACT FOUR 41.",H,,0
2085,"
",E,,0
2086,37   CONTINUED: (2),S,,0
2087,"
",E,,0
2088,"					RIKER'S COM VOICE
",C,,0
2089,"			Captain, we have the vessel
",D,,0
2090,"			carrying the Sheliak colonists
",D,,0
2091,"			on visual.
",D,,0
2092,"
",E,,0
2093,"					PICARD
",C,,0
2094,"			On my way.
",D,,0
2095,"				(to Troi)
",M,,0
2096,"			So it begins.
",D,,0
2097,"
",E,,0
2098,"	They EXIT onto:
",A,,0
2099,"
",E,,0
2100,38   INT. MAIN BRIDGE,S,,0
2101,"
",E,,0
2102,"	The tension on the bridge is palpable. Picard moves
",A,,0
2103,"	swiftly to the command station. Riker relinquishes
",A,,0
2104,"	command.
",A,,0
2105,"
",E,,0
2106,39   ANGLE ON VIEWSCREEN (OPTICAL),S,,0
2107,"
",E,,0
2108,"	Where a Sheliak ship hangs ominously.
",A,,0
2109,"
",E,,0
2110,"					PICARD
",C,,0
2111,"			Open hailing frequencies. This
",D,,0
2112,"			is Captain Jean-Luc Picard of the
",D,,0
2113,"			Starship Enterprise.
",D,,0
2114,"
",E,,0
2115,"	We again have a vision of the mirrored, shadowed,
",A,,0
2116,"	shifting place. A hint of a watcher in the shadows.
",A,,0
2117,"
",E,,0
2118,"					SHELIAK
",C,,0
2119,"			Your purpose, Enterprise?
",D,,0
2120,"
",E,,0
2121,"					PICARD
",C,,0
2122,"			We desire face-to-face negotiation
",D,,0
2123,"			to settle the crisis on Tau Cygna
",D,,0
2124,"			Five.
",D,,0
2125,"
",E,,0
2126,"	Troi hands him a PADD.
",A,,0
2127,"
",E,,0
2128,"					PICARD
",C,,0
2129,"				(continuing)
",M,,0
2130,"			We are entitled to consultation
",D,,0
2131,"			under paragraph five hundred and
",D,,0
2132,"			sixty-three subparagraph nine.
",D,,0
2133,"
",E,,0
2134,"	A beat as the Sheliak look it up.
",A,,0
2135,"
",E,,0
2136,"					SHELIAK
",C,,0
2137,"			Granted.
",D,,0
2138,"
",E,,0
2139,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT FOUR  42.",H,,0
2140,"
",E,,0
2141,39   CONTINUED:,S,,0
2142,"
",E,,0
2143,"	The screen again shows the Sheliak vessel.
",A,,0
2144,"
",E,,0
2145,"					RIKER
",C,,0
2146,"			Was that an invitation?
",D,,0
2147,"
",E,,0
2148,"					PICARD
",C,,0
2149,"			I'm going to take it as such.
",D,,0
2150,"			Number One, you have the bridge.
",D,,0
2151,"
",E,,0
2152,"	Troi and Picard EXIT. HOLD on Riker.
",A,,0
2153,"
",E,,0
2154,"					RIKER
",C,,0
2155,"			Helm, maintain relative position.
",D,,0
2156,"			Mister Worf, have Transporter Room
",D,,0
2157,"			Two stand by.
",D,,0
2158,"
",E,,0
2159,"					WORF
",C,,0
2160,"			Aye, sir.
",D,,0
2161,"
",E,,0
2162,"									CUT TO:
",O,,0
2163,"
",E,,0
2164,40   INT. ARD'RIAN'S LIVING ROOM - DAY,S,,0
2165,"
",E,,0
2166,"	Haritath, Kentor, and a group of other colonists are
",A,,0
2167,"	gathered around Data and Ard'rian.
",A,,0
2168,"
",E,,0
2169,"					KENTOR
",C,,0
2170,"			... and once the Federation
",D,,0
2171,"			resettles us, we'll be left
",D,,0
2172,"			alone?
",D,,0
2173,"
",E,,0
2174,"					DATA
",C,,0
2175,"			If you so desire.
",D,,0
2176,"
",E,,0
2177,"					HARITATH
",C,,0
2178,"			We do. We like doing things on
",D,,0
2179,"			our own.
",D,,0
2180,"
",E,,0
2181,"					DATA
",C,,0
2182,"			The Federation will offer as
",D,,0
2183,"			little or as much help as you
",D,,0
2184,"			dictate.
",D,,0
2185,"
",E,,0
2186,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT FOUR  42A.",H,,0
2187,"
",E,,0
2188,40   CONTINUED:,S,,0
2189,"
",E,,0
2190,"	Nods all around; they are impressed. Data is the
",A,,0
2191,"	perfect no-pressure salesman; he simply presents the
",A,,0
2192,"	facts. Ard'rian looks expectantly to Kentor;
",A,,0
2193,"	Kentor's still uncertain.
",A,,0
2194,"
",E,,0
2195,"					ARD'RIAN
",C,,0
2196,"			Kentor -- are you with us?
",D,,0
2197,"
",E,,0
2198,"	Kentor makes up his mind:
",A,,0
2199,"
",E,,0
2200,"					KENTOR
",C,,0
2201,"			Yes.
",D,,0
2202,"				(a beat)
",M,,0
2203,"			The question is, how do we
",D,,0
2204,"			convince Gosheven?
",D,,0
2205,"
",E,,0
2206,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT FOUR      43.",H,,0
2207,"
",E,,0
2208,40   CONTINUED: (2),S,,0
2209,"
",E,,0
2210,"					HARITATH
",C,,0
2211,"			Why do we need to?
",D,,0
2212,"
",E,,0
2213,"					KENTOR
",C,,0
2214,"			Because he's respected. Most
",D,,0
2215,"			people will do as he says.
",D,,0
2216,"
",E,,0
2217,"					ARD'RIAN
",C,,0
2218,"			The people respect you, too.
",D,,0
2219,"			If you take a stand, they'll
",D,,0
2220,"			fall in line.
",D,,0
2221,"
",E,,0
2222,"					KENTOR
",C,,0
2223,"			I don't know. Gosheven's got a
",D,,0
2224,"			lot of supporters...
",D,,0
2225,"
",E,,0
2226,"					GOSHEVEN (O.S.)
",C,,0
2227,"			Don't forget that, Kentor.
",D,,0
2228,"
",E,,0
2229,"	Everyone turns to see --
",A,,0
2230,"
",E,,0
2231,40A  OMITTED,S,,0
2232,"
",E,,0
2233,40B  NEW ANGLE (OPTICAL),S,,0
2234,"
",E,,0
